0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,6.71,7.14,7.21,7.68,7.14,7.55,7.07,7.14,6.63,6.63,7.00,6.78,7.28,7.00,7.00,7.42,7.35,6.78,6.48,6.48,6.48,6.63,6.93,7.55,7.81,6.78,7.28,7.28,7.48
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.78,6.93,6.78,6.86,7.35,7.35,6.48,7.14,7.07,7.55,7.14,6.63,7.00,7.48,6.78,7.62,7.35,7.14,7.00,7.14,7.14,7.55,6.86,7.94,7.21,6.93,6.86,7.21,7.62,7.55
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.21,6.63,6.48,6.86,7.35,7.07,7.48,7.28,7.21,6.86,7.00,6.78,7.28,7.21,7.07,6.78,7.48,7.00,7.28,7.00,7.55,7.42,7.28,7.00,7.07,6.93,7.00,7.21,7.48,7.42
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.63,6.93,6.78,6.56,7.07,7.48,7.21,7.28,6.93,7.28,6.56,6.93,6.86,7.21,6.93,7.87,7.35,7.68,7.28,7.00,6.71,6.71,7.00,6.71,6.48,7.75,7.68,7.07,7.21,7.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.71,7.42,7.00,6.93,6.56,7.28,6.56,7.62,6.86,7.35,6.78,6.86,6.93,7.00,6.71,7.14,7.00,7.07,7.35,7.07,7.48,6.63,6.78,6.63,6.86,7.14,7.48,6.56,6.71,7.35
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,7.55,6.40,6.63,7.55,6.86,7.42,6.48,6.40,7.62,7.75,7.55,6.48,7.55,7.28,7.28,7.55,6.63,6.48,7.07,7.75,7.75,7.07,7.21,6.86,7.28,7.48,7.28,6.56,5.83
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,6.71,7.68,6.78,7.42,6.86,6.71,7.21,7.42,6.93,7.07,7.28,7.75,6.40,6.86,7.00,7.55,6.78,7.21,7.07,6.93,7.07,7.07,6.48,7.94,7.55,7.35,6.56,7.42,7.62
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,6.63,7.07,7.68,6.32,7.35,7.07,6.24,6.93,7.00,7.00,7.35,7.00,7.48,7.21,6.63,6.16,6.86,6.86,6.56,7.28,7.00,6.56,7.14,6.63,6.93,7.00,7.35,7.07,7.68
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,7.14,6.71,6.63,7.14,6.56,7.14,7.48,7.00,6.48,7.35,6.71,7.35,6.86,7.81,7.55,6.86,7.07,6.93,6.63,7.21,7.62,6.93,7.35,7.42,7.42,7.21,7.42,7.14,6.93
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.93,7.35,7.35,6.71,7.35,7.35,7.35,7.28,6.63,7.14,7.55,7.21,7.00,7.21,6.63,6.32,7.35,7.28,7.14,6.56,7.55,7.14,7.00,6.24,7.21,7.21,7.55,7.48,7.21,7.14
