0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.73,2.65,3.00,2.24,2.65,2.45,2.45,2.45,2.83,2.45
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.45,1.41,2.00,2.00,2.00,2.24,2.65,2.24,1.73,1.73
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.24,2.65,2.24,1.73,3.00,1.41,2.45,2.00,2.00,2.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.24,2.24,1.73,2.24,2.24,2.45,2.00,2.45,2.45,2.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.65,2.24,2.65,1.73,2.65,2.00,2.45,2.00,2.00,2.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.24,2.24,2.24,2.24,2.24,2.00,2.45,2.45,2.00,2.83
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.45,2.45,2.00,2.65,2.24,2.65,2.24,2.65
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.65,2.24,2.24,2.65,2.00,2.00,2.00,2.45,2.45
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.73,2.65,2.65,2.65,2.24,2.45,2.00,2.00,2.83,2.45
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.65,2.24,2.65,2.65,2.24,2.83,2.45,2.00,2.45,2.00
1.73,2.45,2.24,2.24,2.65,2.24,2.00,1.00,1.73,2.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.65,1.41,2.65,2.24,2.24,2.24,2.00,2.65,2.65,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.00,2.00,2.24,1.73,2.65,2.24,2.45,2.24,2.65,2.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.24,2.00,1.73,2.24,1.73,2.24,2.45,2.24,2.65,2.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.65,2.00,3.00,2.24,2.65,2.24,2.00,2.65,2.24,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.45,2.24,1.41,2.45,2.00,2.00,2.65,2.00,2.45,2.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.45,2.65,2.45,2.00,2.45,2.45,2.24,2.00,2.00,2.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.45,2.24,2.00,2.45,2.00,2.45,2.65,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.83,1.73,2.00,2.45,2.00,2.00,2.24,2.45,2.83,2.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.45,1.73,2.00,2.00,2.00,2.83,2.65,2.45,2.45,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
