0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.46,2.83,3.32,3.00,3.32,3.32,2.45,3.61,3.32,3.46
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.32,3.16,2.83,3.46,3.74,3.32,3.16,2.45,3.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.74,2.83,2.65,2.65,3.32,3.00,3.16,3.87,3.32,3.16
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.46,3.16,3.00,3.32,2.24,2.65,3.16,2.65,3.32,3.16
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.45,3.46,3.87,3.32,3.32,3.32,3.46,2.65,3.00,3.46
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.61,3.32,2.83,2.83,2.83,3.16,3.32,3.46,2.83,2.65
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.46,2.83,3.00,2.65,3.32,2.65,3.16,3.32,3.61,3.46
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.46,2.83,3.00,2.24,3.32,2.65,3.16,3.32,2.65,2.83
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.16,3.16,3.00,3.00,3.00,3.61,3.46,3.32,2.65,2.83
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.83,3.46,3.00,3.32,3.00,3.61,2.83,1.73,3.32,3.16
3.46,3.00,3.74,3.46,2.45,3.61,3.46,3.46,3.16,2.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.83,3.32,2.83,3.16,3.46,3.32,2.83,2.83,3.16,3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.32,3.16,2.65,3.00,3.87,2.83,3.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.00,2.83,2.65,3.32,3.32,2.83,2.65,2.24,3.00,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.32,3.46,3.32,2.24,3.32,2.83,3.32,3.32,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.32,3.74,3.00,2.65,3.32,3.16,2.65,2.65,3.61,3.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.45,3.32,3.16,3.16,3.46,3.32,3.16,3.16,3.46,2.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.61,3.16,3.87,2.65,2.65,3.46,3.32,3.32,3.32,1.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.32,2.45,3.32,3.32,3.00,2.83,3.61,2.65,2.65,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.46,3.00,3.16,3.16,3.46,2.65,3.46,2.83,2.83,3.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
