0.00,0.00,0.00,0.00,0.00,3.46,4.12,3.87,3.61,4.12
0.00,0.00,0.00,0.00,0.00,4.12,3.46,4.24,4.47,4.69
0.00,0.00,0.00,0.00,0.00,4.12,3.46,4.24,4.00,3.46
0.00,0.00,0.00,0.00,0.00,3.74,3.87,4.36,3.61,3.61
0.00,0.00,0.00,0.00,0.00,3.61,4.24,3.46,4.00,3.74
3.46,4.12,4.12,3.74,3.61,0.00,0.00,0.00,0.00,0.00
4.12,3.46,3.46,3.87,4.24,0.00,0.00,0.00,0.00,0.00
3.87,4.24,4.24,4.36,3.46,0.00,0.00,0.00,0.00,0.00
3.61,4.47,4.00,3.61,4.00,0.00,0.00,0.00,0.00,0.00
4.12,4.69,3.46,3.61,3.74,0.00,0.00,0.00,0.00,0.00
