0.00,0.00,0.00,0.00,0.00,1.00,1.73,1.73,1.41,1.41
0.00,0.00,0.00,0.00,0.00,1.73,1.73,1.73,1.41,2.00
0.00,0.00,0.00,0.00,0.00,1.73,1.73,1.73,1.41,2.00
0.00,0.00,0.00,0.00,0.00,1.73,1.00,1.73,1.41,2.00
0.00,0.00,0.00,0.00,0.00,1.00,1.73,1.73,1.41,0.00
1.00,1.73,1.73,1.73,1.00,0.00,0.00,0.00,0.00,0.00
1.73,1.73,1.73,1.00,1.73,0.00,0.00,0.00,0.00,0.00
1.73,1.73,1.73,1.73,1.73,0.00,0.00,0.00,0.00,0.00
1.41,1.41,1.41,1.41,1.41,0.00,0.00,0.00,0.00,0.00
1.41,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
