0.00,0.00,0.00,0.00,0.00,27.00,26.00,27.00,26.00,27.00
0.00,0.00,0.00,0.00,0.00,27.00,26.00,27.00,26.00,26.00
0.00,0.00,0.00,0.00,0.00,28.00,25.00,27.00,24.00,27.00
0.00,0.00,0.00,0.00,0.00,27.00,28.00,25.00,26.00,28.00
0.00,0.00,0.00,0.00,0.00,26.00,26.00,28.00,24.00,27.00
27.00,27.00,28.00,27.00,26.00,0.00,0.00,0.00,0.00,0.00
26.00,26.00,25.00,28.00,26.00,0.00,0.00,0.00,0.00,0.00
27.00,27.00,27.00,25.00,28.00,0.00,0.00,0.00,0.00,0.00
26.00,26.00,24.00,26.00,24.00,0.00,0.00,0.00,0.00,0.00
27.00,26.00,27.00,28.00,27.00,0.00,0.00,0.00,0.00,0.00
