0.00,0.00,0.00,0.00,0.00,8.00,9.00,9.00,6.00,8.00
0.00,0.00,0.00,0.00,0.00,6.00,7.00,7.00,8.00,7.00
0.00,0.00,0.00,0.00,0.00,6.00,5.00,8.00,7.00,8.00
0.00,0.00,0.00,0.00,0.00,6.00,8.00,7.00,8.00,7.00
0.00,0.00,0.00,0.00,0.00,7.00,8.00,7.00,8.00,8.00
8.00,6.00,6.00,6.00,7.00,0.00,0.00,0.00,0.00,0.00
9.00,7.00,5.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00
9.00,7.00,8.00,7.00,7.00,0.00,0.00,0.00,0.00,0.00
6.00,8.00,7.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00
8.00,7.00,8.00,7.00,8.00,0.00,0.00,0.00,0.00,0.00
