0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.28,7.35,7.35,6.78,7.48,7.07,6.78,6.71,7.07,7.28
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.48,6.86,7.55,7.28,6.71,7.42,6.71,7.21,7.68,7.21
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,6.32,6.63,7.62,7.35,7.48,6.63,6.86,6.93,7.14
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.32,7.14,7.14,7.68,7.28,7.14,7.00,6.93,7.00,6.93
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.07,6.86,7.14,7.00,7.42,7.28,6.56,7.21,6.40,7.21
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.07,7.42,7.14,7.28,7.55,6.40,7.28,7.35,7.00,7.48
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.86,7.07,7.62,6.63,6.93,6.93,7.87,6.56,7.48,7.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.07,7.14,6.40,7.55,6.56,6.86,6.56,7.62,7.28,6.63
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.78,7.00,6.86,7.14,7.14,6.86,6.56,7.87,7.42,7.07
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.35,7.48,6.16,6.93,7.21,6.93,7.00,6.78,7.42
7.28,7.48,7.14,6.32,7.07,7.07,6.86,7.07,6.78,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.35,6.86,6.32,7.14,6.86,7.42,7.07,7.14,7.00,7.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.35,7.55,6.63,7.14,7.14,7.14,7.62,6.40,6.86,7.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.78,7.28,7.62,7.68,7.00,7.28,6.63,7.55,7.14,6.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.48,6.71,7.35,7.28,7.42,7.55,6.93,6.56,7.14,6.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.07,7.42,7.48,7.14,7.28,6.40,6.93,6.86,6.86,7.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.78,6.71,6.63,7.00,6.56,7.28,7.87,6.56,6.56,6.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.71,7.21,6.86,6.93,7.21,7.35,6.56,7.62,7.87,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.07,7.68,6.93,7.00,6.40,7.00,7.48,7.28,7.42,6.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.28,7.21,7.14,6.93,7.21,7.48,7.00,6.63,7.07,7.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
