0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.62,6.48,7.28,7.21,7.48,6.24,6.78,7.07,7.00,7.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.93,7.75,6.86,7.07,6.78,7.14,6.78,7.48,7.28,7.28
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,7.42,6.63,7.14,7.00,7.35,7.14,7.28,6.93,6.32
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.55,7.00,7.48,7.00,7.00,6.93,7.68,7.14,7.07,7.07
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,6.71,6.63,7.28,7.14,6.63,7.42,6.56,6.78,7.35
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.86,6.86,6.63,7.14,6.56,7.35,7.28,7.42,7.35,7.07
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.21,6.78,6.71,7.07,7.48,6.56,7.35,6.16,7.28,7.28
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.86,6.86,6.93,6.40,7.28,7.35,7.55,7.00,6.48,6.63
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.21,6.78,7.28,7.48,7.21,7.68,7.35,7.62,7.28,7.28
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.86,7.28,6.93,7.55,7.28,7.35,7.42,7.55,6.78,6.78
7.62,6.93,7.00,7.55,7.00,6.86,7.21,6.86,7.21,6.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.48,7.75,7.42,7.00,6.71,6.86,6.78,6.86,6.78,7.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.28,6.86,6.63,7.48,6.63,6.63,6.71,6.93,7.28,6.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.21,7.07,7.14,7.00,7.28,7.14,7.07,6.40,7.48,7.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.48,6.78,7.00,7.00,7.14,6.56,7.48,7.28,7.21,7.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.24,7.14,7.35,6.93,6.63,7.35,6.56,7.35,7.68,7.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.78,6.78,7.14,7.68,7.42,7.28,7.35,7.55,7.35,7.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.07,7.48,7.28,7.14,6.56,7.42,6.16,7.00,7.62,7.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.00,7.28,6.93,7.07,6.78,7.35,7.28,6.48,7.28,6.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.00,7.28,6.32,7.07,7.35,7.07,7.28,6.63,7.28,6.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
