0.00,0.00,0.00,0.00,0.00,12.00,13.00,12.00,13.00,11.00
0.00,0.00,0.00,0.00,0.00,11.00,11.00,14.00,13.00,13.00
0.00,0.00,0.00,0.00,0.00,13.00,13.00,12.00,14.00,12.00
0.00,0.00,0.00,0.00,0.00,14.00,12.00,13.00,8.00,13.00
0.00,0.00,0.00,0.00,0.00,11.00,13.00,11.00,13.00,10.00
12.00,11.00,13.00,14.00,11.00,0.00,0.00,0.00,0.00,0.00
13.00,11.00,13.00,12.00,13.00,0.00,0.00,0.00,0.00,0.00
12.00,14.00,12.00,13.00,11.00,0.00,0.00,0.00,0.00,0.00
13.00,13.00,14.00,8.00,13.00,0.00,0.00,0.00,0.00,0.00
11.00,13.00,12.00,13.00,10.00,0.00,0.00,0.00,0.00,0.00
