0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.24,4.00,3.74,4.12,4.12,4.12,3.16,4.00,4.24,4.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.61,4.12,3.61,3.16,3.74,3.74,3.61,4.36,3.87,4.12
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.24,3.74,3.61,3.32,3.87,3.46,3.74,4.24,4.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.24,3.46,3.74,3.32,3.32,4.58,4.00,4.00,3.46,3.74
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.24,3.74,4.00,3.61,3.61,3.32,3.46,3.74,3.74,3.74
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.46,4.00,3.16,3.87,3.32,3.61,4.24,3.74,4.00,4.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.74,3.74,3.00,4.12,3.87,4.00,3.46,3.74,3.74
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.74,3.16,3.74,4.12,4.12,4.58,3.74,4.24,3.74,3.74
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.74,3.46,4.00,3.87,3.61,3.61,3.74,4.00,3.74,4.24
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.46,4.00,3.74,3.61,4.12,3.61,4.00,3.46,4.00,3.46
4.24,3.61,4.00,4.24,4.24,3.46,4.00,3.74,3.74,3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.00,4.12,4.24,3.46,3.74,4.00,3.74,3.16,3.46,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.74,3.61,3.74,3.74,4.00,3.16,3.74,3.74,4.00,3.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.12,3.16,3.61,3.32,3.61,3.87,3.00,4.12,3.87,3.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.12,3.74,3.32,3.32,3.61,3.32,4.12,4.12,3.61,4.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.12,3.74,3.87,4.58,3.32,3.61,3.87,4.58,3.61,3.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.16,3.61,3.46,4.00,3.46,4.24,4.00,3.74,3.74,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.00,4.36,3.74,4.00,3.74,3.74,3.46,4.24,4.00,3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.24,3.87,4.24,3.46,3.74,4.00,3.74,3.74,3.74,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.00,4.12,4.00,3.74,3.74,4.00,3.74,3.74,4.24,3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
